cluster_id,code,distinct_colors,config_count,extL,extA,extB,trnL,trnA,trnB,max_dE_in_cluster,mean_dE_in_cluster,max_trn_dE_in_cluster,mean_trn_dE_in_cluster,source,source_idx,stack_desc,stack_json
184,anchor_184,16,40,39.41,-6.11,0.04,74.85,-10.29,5.56,1.1067,0.5108,0.9686,0.4974,enthermal-plus-outboard.json,737,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 6mm / Ar90 9.01mm / C272 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.01},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":5}]"
185,anchor_185,12,24,39.43,-4.74,-0.82,71.98,-12.59,6.0,1.1345,0.5305,0.7305,0.332,enthermal-plus-inboard.json,2081,SB60 Solexia 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C366 Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C366"",""substrate"":""Clear"",""thickness"":6}]"
186,anchor_186,2,4,39.72,-5.51,-3.83,76.92,-10.26,5.21,0.0487,0.0244,0.1087,0.0544,enthermal-plus-inboard.json,1893,SB60 Solexia 6mm / Ar90 7.49mm / SKN183 Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":7.49},{""type"":""glass"",""coating"":""SKN183"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
187,anchor_187,8,16,40.43,-8.78,0.92,74.27,-10.8,5.69,0.3405,0.2012,0.6398,0.309,enthermal-plus-inboard.json,1712,SB60 Solexia 6mm / Ar90 9.09mm / Clear 6mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
188,anchor_188,9,26,40.93,-7.35,-1.8,73.09,-11.74,7.22,1.0159,0.5194,2.6888,0.6805,enthermal-plus-inboard.json,432,SB60 Solexia 6mm / Ar90 11.59mm / SB70 Clear 4mm / Vacuum 0.25mm / Clear 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.59},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4}]"
189,anchor_189,13,26,41.61,-6.1,-2.37,77.57,-10.75,5.55,1.2328,0.4376,1.2747,0.6981,enthermal-plus-outboard.json,881,SB60 Solexia 6mm / Vacuum 0.25mm / Clear 6mm / Ar90 8.01mm / C180 Clear 6mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Solexia"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.01},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6}]"
190,anchor_190,16,32,41.71,-7.98,-2.5,72.4,-12.49,7.1,0.8458,0.3179,2.4177,1.4242,enthermal-plus-inboard.json,1946,SB70 Solexia 6mm / Ar90 8.05mm / SB60 Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.05},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
191,anchor_191,10,20,41.98,-7.83,-3.04,77.25,-11.41,6.72,1.0078,0.3483,2.1942,0.5944,enthermal-plus-inboard.json,1948,SB70 Solexia 6mm / Ar90 7.49mm / LUMI Clear 6mm / Vacuum 0.25mm / Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":7.49},{""type"":""glass"",""coating"":""LUMI"",""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6}]"
192,anchor_192,12,24,42.24,-8.41,-1.51,73.07,-10.87,6.9,0.815,0.4524,1.6615,0.9361,enthermal-plus-inboard.json,646,SB70 Solexia 6mm / Ar90 11.69mm / Clear 4mm / Vacuum 0.25mm / C272 Clear 4mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":11.69},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":4},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C272"",""substrate"":""Clear"",""thickness"":4}]"
193,anchor_193,4,8,43.14,-10.71,-0.74,71.93,-11.9,7.08,0.1108,0.0769,0.4815,0.2467,enthermal-plus-inboard.json,1401,SB70 Solexia 6mm / Ar90 10.09mm / Clear 5mm / Vacuum 0.25mm / C270 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C270"",""substrate"":""Clear"",""thickness"":5}]"
194,anchor_194,8,16,43.6,-9.36,-2.71,70.05,-13.24,8.4,0.6986,0.355,0.5694,0.2526,enthermal-plus-inboard.json,1765,SB70 Solexia 6mm / Ar90 9.04mm / Clear 6mm / Vacuum 0.25mm / SB70 Clear 5mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.04},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB70"",""substrate"":""Clear"",""thickness"":5}]"
195,anchor_195,9,18,43.8,-8.39,-3.06,75.25,-11.8,6.84,0.9874,0.4644,0.7973,0.4409,enthermal-plus-inboard.json,2134,SB70 Solexia 6mm / Ar90 8.09mm / Clear 6mm / Vacuum 0.25mm / C180 Clear 6mm,"[{""type"":""glass"",""coating"":""SB70"",""substrate"":""Solexia"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.09},{""type"":""glass"",""coating"":null,""substrate"":""Clear"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""C180"",""substrate"":""Clear"",""thickness"":6}]"
196,anchor_196,5,5,39.65,-0.28,-2.72,89.12,-1.63,2.75,0.0466,0.0271,0.1081,0.0466,enthermal.json,55,SB60 Starphire 6mm / Vacuum 0.25mm / Starphire 4mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Starphire"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Starphire"",""thickness"":4}]"
197,anchor_197,5,10,42.64,-0.71,-3.12,82.26,-2.83,4.97,0.0556,0.0317,0.1065,0.0626,enthermal-plus-inboard.json,4432,SB60 Starphire 6mm / Ar90 10.14mm / SB60 Starphire 5mm / Vacuum 0.25mm / Starphire 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Starphire"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.14},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Starphire"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Starphire"",""thickness"":5}]"
198,anchor_198,3,3,43.46,-1.41,-4.64,86.05,-3.02,3.51,0.0177,0.0059,0.061,0.035,enthermal.json,59,SB72 Starphire 6mm / Vacuum 0.25mm / Starphire 5mm,"[{""type"":""glass"",""coating"":""SB72"",""substrate"":""Starphire"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Starphire"",""thickness"":5}]"
199,anchor_199,4,16,43.66,-1.61,-0.6,82.28,-2.85,5.01,0.0493,0.0322,0.1065,0.0529,enthermal-plus-inboard.json,4454,SB60 Starphire 6mm / Ar90 10.14mm / Starphire 5mm / Vacuum 0.25mm / SB60 Starphire 5mm,"[{""type"":""glass"",""coating"":""SB60"",""substrate"":""Starphire"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":10.14},{""type"":""glass"",""coating"":null,""substrate"":""Starphire"",""thickness"":5},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Starphire"",""thickness"":5}]"
200,anchor_200,6,14,45.69,-1.88,-4.64,79.37,-4.02,5.46,1.0365,0.4905,0.1013,0.0666,enthermal-plus-inboard.json,4448,SB72 Starphire 6mm / Ar90 8.16mm / SB60 Starphire 6mm / Vacuum 0.25mm / Starphire 6mm,"[{""type"":""glass"",""coating"":""SB72"",""substrate"":""Starphire"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":8.16},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Starphire"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Starphire"",""thickness"":6}]"
201,anchor_201,3,12,46.47,-2.59,-2.8,79.43,-4.02,5.55,0.0177,0.0091,0.0565,0.0344,enthermal-plus-inboard.json,4460,SB72 Starphire 6mm / Ar90 9.15mm / Starphire 6mm / Vacuum 0.25mm / SB60 Starphire 5mm,"[{""type"":""glass"",""coating"":""SB72"",""substrate"":""Starphire"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.15},{""type"":""glass"",""coating"":null,""substrate"":""Starphire"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":""SB60"",""substrate"":""Starphire"",""thickness"":5}]"
202,anchor_202,3,8,47.44,-3.35,-4.88,76.75,-4.79,5.93,0.9648,0.3249,0.0462,0.0305,enthermal-plus-inboard.json,4442,SB72 Starphire 6mm / Ar90 9.15mm / SB72 Starphire 6mm / Vacuum 0.25mm / Starphire 5mm,"[{""type"":""glass"",""coating"":""SB72"",""substrate"":""Starphire"",""thickness"":6},{""type"":""gas"",""gasType"":""Ar90"",""thickness"":9.15},{""type"":""glass"",""coating"":""SB72"",""substrate"":""Starphire"",""thickness"":6},{""type"":""vacuum"",""thickness"":0.25},{""type"":""glass"",""coating"":null,""substrate"":""Starphire"",""thickness"":5}]"
